Year,Industry,Employment_thousands
1982,Accommodation & food,2.7
1982,Other services,2.6
1982,Public admin,4.0
1982,Agriculture,6.5
1982,"Forestry, mining & energy",16.0
1982,Utilities,3.2
1982,Construction,20.7
1982,Manufacturing,41.6
1982,"Wholesale and retail trade [41, 44-",57.4
1982,Transport & warehousing,16.4
1982,Finance & real estate,15.5
1982,Professional services,8.1
1982,Business support,5.2
1982,Education,25.9
1982,Healthcare,31.0
1982,"Info, culture & rec",11.6
1982,Accommodation & food,16.4
1982,Other services,16.3
1982,Public admin,29.2
1982,Agriculture,6.9
1982,"Forestry, mining & energy",11.6
1982,Utilities,3.9
1982,Construction,16.7
1982,Manufacturing,32.1
1982,"Wholesale and retail trade [41, 44-",41.9
1982,Transport & warehousing,15.6
1982,Finance & real estate,10.1
1982,Professional services,4.8
1982,Business support,4.4
1982,Education,18.5
1982,Healthcare,24.7
1982,"Info, culture & rec",8.4
1982,Accommodation & food,12.9
1982,Other services,15.2
1982,Public admin,20.9
1982,Agriculture,67.1
1982,"Forestry, mining & energy",43.5
1982,Utilities,29.1
1982,Construction,121.5
1982,Manufacturing,515.6
1982,"Wholesale and retail trade [41, 44-",427.7
1982,Transport & warehousing,145.2
1982,Finance & real estate,162.8
1982,Professional services,83.2
1982,Business support,44.2
1982,Education,187.0
1982,Healthcare,256.3
1982,"Info, culture & rec",94.7
1982,Accommodation & food,149.0
1982,Other services,138.0
1982,Public admin,175.1
1982,Agriculture,124.8
1982,"Forestry, mining & energy",50.3
1982,Utilities,47.9
1982,Construction,213.0
1982,Manufacturing,934.8
1982,"Wholesale and retail trade [41, 44-",639.5
1982,Transport & warehousing,198.0
1982,Finance & real estate,283.8
1982,Professional services,160.2
1982,Business support,94.1
1982,Education,243.8
1982,Healthcare,351.7
1982,"Info, culture & rec",185.7
1982,Accommodation & food,222.4
1982,Other services,192.7
1982,Public admin,256.0
1982,Agriculture,42.2
1982,"Forestry, mining & energy",7.3
1982,Utilities,5.7
1982,Construction,20.8
1982,Manufacturing,54.9
1982,"Wholesale and retail trade [41, 44-",77.5
1982,Transport & warehousing,34.2
1982,Finance & real estate,24.3
1982,Professional services,12.5
1982,Business support,7.2
1982,Education,31.2
1982,Healthcare,47.1
1982,"Info, culture & rec",18.0
1982,Accommodation & food,23.8
1982,Other services,21.0
1982,Public admin,32.6
1982,Agriculture,86.3
1982,"Forestry, mining & energy",12.9
1982,Utilities,5.2
1982,Construction,26.3
1982,Manufacturing,23.0
1982,"Wholesale and retail trade [41, 44-",70.5
1982,Transport & warehousing,21.4
1982,Finance & real estate,18.5
1982,Professional services,8.5
1982,Business support,6.9
1982,Education,25.7
1982,Healthcare,39.2
1982,"Info, culture & rec",14.3
1982,Accommodation & food,23.0
1982,Other services,19.8
1982,Public admin,28.7
1982,Agriculture,75.7
1982,"Forestry, mining & energy",83.2
1982,Utilities,10.5
1982,Construction,118.5
1982,Manufacturing,93.5
1982,"Wholesale and retail trade [41, 44-",182.7
1982,Transport & warehousing,64.0
1982,Finance & real estate,71.1
1982,Professional services,52.1
1982,Business support,23.0
1982,Education,65.0
1982,Healthcare,86.7
1982,"Info, culture & rec",44.5
1982,Accommodation & food,67.3
1982,Other services,50.8
1982,Public admin,75.8
1982,Agriculture,25.9
1982,"Forestry, mining & energy",52.9
1982,Utilities,15.9
1982,Construction,91.2
1982,Manufacturing,152.6
1982,"Wholesale and retail trade [41, 44-",203.5
1982,Transport & warehousing,90.7
1982,Finance & real estate,85.7
1982,Professional services,54.5
1982,Business support,25.9
1982,Education,72.3
1982,Healthcare,107.3
1982,"Info, culture & rec",55.3
1982,Accommodation & food,83.1
1982,Other services,56.1
1982,Public admin,80.6
1983,Agriculture,1.3
1983,"Forestry, mining & energy",15.5
1983,Utilities,2.3
1983,Construction,12.7
1983,Manufacturing,20.4
1983,"Wholesale and retail trade [41, 44-",28.8
1983,Transport & warehousing,10.9
1983,Finance & real estate,6.3
1983,Professional services,3.7
1983,Business support,2.3
1983,Education,18.2
1983,Healthcare,20.6
1983,"Info, culture & rec",6.5
1983,Accommodation & food,7.9
1983,Other services,8.4
1983,Public admin,15.0
1983,Agriculture,5.5
1983,"Forestry, mining & energy",2.3
1983,Utilities,0.2
1983,Construction,3.6
1983,Manufacturing,3.3
1983,"Wholesale and retail trade [41, 44-",7.3
1983,Transport & warehousing,2.0
1983,Finance & real estate,1.8
1983,Professional services,0.9
1983,Business support,0.5
1983,Education,3.5
1983,Healthcare,5.2
1983,"Info, culture & rec",2.1
1983,Accommodation & food,3.2
1983,Other services,2.9
1983,Public admin,4.6
1983,Agriculture,5.8
1983,"Forestry, mining & energy",17.6
1983,Utilities,3.1
1983,Construction,20.1
1983,Manufacturing,39.4
1983,"Wholesale and retail trade [41, 44-",55.4
1983,Transport & warehousing,15.0
1983,Finance & real estate,15.9
1983,Professional services,7.9
1983,Business support,7.1
1983,Education,28.1
1983,Healthcare,32.6
1983,"Info, culture & rec",13.6
1983,Accommodation & food,15.3
1983,Other services,17.7
1983,Public admin,30.1
1983,Agriculture,6.7
1983,"Forestry, mining & energy",10.5
1983,Utilities,3.1
1983,Construction,16.7
1983,Manufacturing,31.8
1983,"Wholesale and retail trade [41, 44-",44.4
1983,Transport & warehousing,15.3
1983,Finance & real estate,10.3
1983,Professional services,4.9
1983,Business support,4.1
1983,Education,18.6
1983,Healthcare,26.4
1983,"Info, culture & rec",8.5
1983,Accommodation & food,13.2
1983,Other services,16.0
1983,Public admin,20.6
1983,Agriculture,66.8
1983,"Forestry, mining & energy",46.4
1983,Utilities,26.4
1983,Construction,128.2
1983,Manufacturing,520.2
1983,"Wholesale and retail trade [41, 44-",435.9
1983,Transport & warehousing,140.5
1983,Finance & real estate,160.0
1983,Professional services,85.0
1983,Business support,44.9
1983,Education,184.8
1983,Healthcare,261.6
1983,"Info, culture & rec",95.9
1983,Accommodation & food,157.8
1983,Other services,143.6
1983,Public admin,186.0
1983,Agriculture,130.8
1983,"Forestry, mining & energy",50.6
1983,Utilities,44.1
1983,Construction,210.9
1983,Manufacturing,923.9
1983,"Wholesale and retail trade [41, 44-",651.7
1983,Transport & warehousing,194.3
1983,Finance & real estate,284.6
1983,Professional services,159.1
1983,Business support,95.9
1983,Education,268.8
1983,Healthcare,356.0
1983,"Info, culture & rec",192.7
1983,Accommodation & food,223.6
1983,Other services,200.1
1983,Public admin,261.7
1983,Agriculture,43.2
1983,"Forestry, mining & energy",6.0
1983,Utilities,5.4
1983,Construction,19.6
1983,Manufacturing,57.0
1983,"Wholesale and retail trade [41, 44-",79.7
1983,Transport & warehousing,32.8
1983,Finance & real estate,24.4
1983,Professional services,13.5
1983,Business support,7.8
1983,Education,32.0
1983,Healthcare,47.3
1983,"Info, culture & rec",18.5
1983,Accommodation & food,24.8
1983,Other services,22.4
1983,Public admin,33.6
1983,Agriculture,89.8
1983,"Forestry, mining & energy",11.6
1983,Utilities,4.3
1983,Construction,27.2
1983,Manufacturing,20.9
1983,"Wholesale and retail trade [41, 44-",67.6
1983,Transport & warehousing,20.1
1983,Finance & real estate,19.0
1983,Professional services,8.9
1983,Business support,7.0
1983,Education,27.1
1983,Healthcare,43.2
1983,"Info, culture & rec",14.8
1983,Accommodation & food,24.3
1983,Other services,20.0
1983,Public admin,31.4
1983,Agriculture,71.9
1983,"Forestry, mining & energy",79.8
1983,Utilities,8.3
1983,Construction,104.2
1983,Manufacturing,84.0
1983,"Wholesale and retail trade [41, 44-",179.6
1983,Transport & warehousing,63.8
1983,Finance & real estate,70.5
1983,Professional services,43.8
1983,Business support,25.6
1983,Education,71.2
1983,Healthcare,94.0
1983,"Info, culture & rec",44.9
1983,Accommodation & food,64.0
1983,Other services,51.6
1983,Public admin,76.5
1983,Agriculture,29.7
1983,"Forestry, mining & energy",53.4
1983,Utilities,14.3
1983,Construction,83.0
1983,Manufacturing,141.9
1983,"Wholesale and retail trade [41, 44-",200.6
1983,Transport & warehousing,91.4
1983,Finance & real estate,86.1
1983,Professional services,54.7
1983,Business support,26.6
1983,Education,76.2
1983,Healthcare,114.1
1983,"Info, culture & rec",53.8
1983,Accommodation & food,82.1
1983,Other services,61.7
1983,Public admin,75.4
1984,Agriculture,1.3
1984,"Forestry, mining & energy",15.8
1984,Utilities,2.9
1984,Construction,12.9
1984,Manufacturing,18.9
1984,"Wholesale and retail trade [41, 44-",27.8
1984,Transport & warehousing,10.7
1984,Finance & real estate,6.4
1984,Professional services,3.3
1984,Business support,2.3
1984,Education,18.8
1984,Healthcare,20.0
1984,"Info, culture & rec",6.3
1984,Accommodation & food,7.6
1984,Other services,8.9
1984,Public admin,15.1
1984,Agriculture,5.5
1984,"Forestry, mining & energy",2.4
1984,Utilities,0.2
1984,Construction,3.5
1984,Manufacturing,3.1
1984,"Wholesale and retail trade [41, 44-",7.6
1984,Transport & warehousing,2.0
1984,Finance & real estate,1.8
1984,Professional services,1.0
1984,Business support,0.7
1984,Education,3.5
1984,Healthcare,5.2
1984,"Info, culture & rec",1.9
1984,Accommodation & food,3.3
1984,Other services,2.8
1984,Public admin,4.9
1984,Agriculture,6.5
1984,"Forestry, mining & energy",17.3
1984,Utilities,3.1
1984,Construction,21.9
1984,Manufacturing,40.8
1984,"Wholesale and retail trade [41, 44-",59.9
1984,Transport & warehousing,15.8
1984,Finance & real estate,16.4
1984,Professional services,8.7
1984,Business support,6.7
1984,Education,25.9
1984,Healthcare,34.8
1984,"Info, culture & rec",14.5
1984,Accommodation & food,18.3
1984,Other services,18.7
1984,Public admin,30.4
1984,Agriculture,6.8
1984,"Forestry, mining & energy",11.0
1984,Utilities,3.5
1984,Construction,15.3
1984,Manufacturing,33.4
1984,"Wholesale and retail trade [41, 44-",44.8
1984,Transport & warehousing,16.0
1984,Finance & real estate,10.8
1984,Professional services,6.1
1984,Business support,4.2
1984,Education,18.4
1984,Healthcare,26.6
1984,"Info, culture & rec",8.4
1984,Accommodation & food,14.3
1984,Other services,14.3
1984,Public admin,21.2
1984,Agriculture,67.1
1984,"Forestry, mining & energy",53.4
1984,Utilities,24.5
1984,Construction,128.0
1984,Manufacturing,538.8
1984,"Wholesale and retail trade [41, 44-",449.6
1984,Transport & warehousing,143.9
1984,Finance & real estate,170.5
1984,Professional services,90.5
1984,Business support,54.4
1984,Education,184.0
1984,Healthcare,263.8
1984,"Info, culture & rec",92.0
1984,Accommodation & food,151.7
1984,Other services,155.6
1984,Public admin,194.8
1984,Agriculture,113.6
1984,"Forestry, mining & energy",57.2
1984,Utilities,44.5
1984,Construction,224.7
1984,Manufacturing,976.1
1984,"Wholesale and retail trade [41, 44-",680.6
1984,Transport & warehousing,204.6
1984,Finance & real estate,312.3
1984,Professional services,172.4
1984,Business support,101.4
1984,Education,262.4
1984,Healthcare,368.2
1984,"Info, culture & rec",186.5
1984,Accommodation & food,230.9
1984,Other services,204.1
1984,Public admin,270.6
1984,Agriculture,42.1
1984,"Forestry, mining & energy",9.1
1984,Utilities,4.8
1984,Construction,24.6
1984,Manufacturing,57.3
1984,"Wholesale and retail trade [41, 44-",79.1
1984,Transport & warehousing,35.7
1984,Finance & real estate,26.6
1984,Professional services,12.6
1984,Business support,7.3
1984,Education,32.5
1984,Healthcare,48.0
1984,"Info, culture & rec",17.2
1984,Accommodation & food,25.9
1984,Other services,22.9
1984,Public admin,33.3
1984,Agriculture,89.6
1984,"Forestry, mining & energy",13.5
1984,Utilities,3.3
1984,Construction,26.4
1984,Manufacturing,22.5
1984,"Wholesale and retail trade [41, 44-",69.6
1984,Transport & warehousing,20.0
1984,Finance & real estate,19.6
1984,Professional services,10.2
1984,Business support,6.6
1984,Education,26.2
1984,Healthcare,43.1
1984,"Info, culture & rec",14.2
1984,Accommodation & food,24.9
1984,Other services,20.2
1984,Public admin,33.3
1984,Agriculture,77.9
1984,"Forestry, mining & energy",78.0
1984,Utilities,10.2
1984,Construction,75.3
1984,Manufacturing,83.2
1984,"Wholesale and retail trade [41, 44-",188.3
1984,Transport & warehousing,69.1
1984,Finance & real estate,68.2
1984,Professional services,50.1
1984,Business support,26.0
1984,Education,70.3
1984,Healthcare,98.9
1984,"Info, culture & rec",45.0
1984,Accommodation & food,67.1
1984,Other services,51.8
1984,Public admin,78.9
1984,Agriculture,28.1
1984,"Forestry, mining & energy",56.4
1984,Utilities,11.7
1984,Construction,74.8
1984,Manufacturing,145.8
1984,"Wholesale and retail trade [41, 44-",205.6
1984,Transport & warehousing,86.4
1984,Finance & real estate,86.3
1984,Professional services,50.4
1984,Business support,29.1
1984,Education,77.5
1984,Healthcare,115.9
1984,"Info, culture & rec",52.3
1984,Accommodation & food,89.0
1984,Other services,60.6
1984,Public admin,75.0
1985,Agriculture,1.3
1985,"Forestry, mining & energy",16.9
1985,Utilities,2.5
1985,Construction,11.9
1985,Manufacturing,19.7
1985,"Wholesale and retail trade [41, 44-",30.0
1985,Transport & warehousing,11.2
1985,Finance & real estate,5.6
1985,Professional services,3.1
1985,Business support,2.5
1985,Education,18.4
1985,Healthcare,20.2
1985,"Info, culture & rec",5.8
1985,Accommodation & food,8.6
1985,Other services,9.4
1985,Public admin,15.4
1985,Agriculture,6.0
1985,"Forestry, mining & energy",2.4
1985,Utilities,0.2
1985,Construction,3.5
1985,Manufacturing,3.4
1985,"Wholesale and retail trade [41, 44-",8.2
1985,Transport & warehousing,1.9
1985,Finance & real estate,1.9
1985,Professional services,0.8
1985,Business support,0.7
1985,Education,3.5
1985,Healthcare,5.5
1985,"Info, culture & rec",1.8
1985,Accommodation & food,3.2
1985,Other services,2.7
1985,Public admin,4.9
1985,Agriculture,8.3
1985,"Forestry, mining & energy",13.7
1985,Utilities,2.7
1985,Construction,22.8
1985,Manufacturing,40.6
1985,"Wholesale and retail trade [41, 44-",60.5
1985,Transport & warehousing,16.9
1985,Finance & real estate,17.3
1985,Professional services,9.5
1985,Business support,6.3
1985,Education,24.8
1985,Healthcare,38.3
1985,"Info, culture & rec",14.0
1985,Accommodation & food,18.8
1985,Other services,18.8
1985,Public admin,30.6
1985,Agriculture,6.9
1985,"Forestry, mining & energy",11.0
1985,Utilities,3.4
1985,Construction,16.5
1985,Manufacturing,33.7
1985,"Wholesale and retail trade [41, 44-",46.1
1985,Transport & warehousing,16.3
1985,Finance & real estate,11.5
1985,Professional services,6.3
1985,Business support,4.7
1985,Education,18.8
1985,Healthcare,27.7
1985,"Info, culture & rec",8.2
1985,Accommodation & food,14.1
1985,Other services,14.8
1985,Public admin,22.0
1985,Agriculture,70.2
1985,"Forestry, mining & energy",45.4
1985,Utilities,28.3
1985,Construction,141.7
1985,Manufacturing,541.1
1985,"Wholesale and retail trade [41, 44-",471.0
1985,Transport & warehousing,144.9
1985,Finance & real estate,169.7
1985,Professional services,100.1
1985,Business support,63.0
1985,Education,185.5
1985,Healthcare,277.1
1985,"Info, culture & rec",98.0
1985,Accommodation & food,157.7
1985,Other services,157.5
1985,Public admin,197.4
1985,Agriculture,110.5
1985,"Forestry, mining & energy",54.5
1985,Utilities,44.7
1985,Construction,247.7
1985,Manufacturing,1005.0
1985,"Wholesale and retail trade [41, 44-",734.8
1985,Transport & warehousing,219.6
1985,Finance & real estate,301.0
1985,Professional services,191.2
1985,Business support,111.0
1985,Education,265.4
1985,Healthcare,389.2
1985,"Info, culture & rec",174.8
1985,Accommodation & food,246.2
1985,Other services,209.5
1985,Public admin,271.4
1985,Agriculture,42.0
1985,"Forestry, mining & energy",9.4
1985,Utilities,5.6
1985,Construction,23.8
1985,Manufacturing,57.9
1985,"Wholesale and retail trade [41, 44-",83.1
1985,Transport & warehousing,37.0
1985,Finance & real estate,27.3
1985,Professional services,11.4
1985,Business support,7.6
1985,Education,31.7
1985,Healthcare,50.3
1985,"Info, culture & rec",16.9
1985,Accommodation & food,25.1
1985,Other services,22.4
1985,Public admin,35.4
1985,Agriculture,89.5
1985,"Forestry, mining & energy",13.6
1985,Utilities,3.5
1985,Construction,24.9
1985,Manufacturing,24.3
1985,"Wholesale and retail trade [41, 44-",70.8
1985,Transport & warehousing,20.7
1985,Finance & real estate,20.6
1985,Professional services,11.1
1985,Business support,7.6
1985,Education,27.5
1985,Healthcare,43.2
1985,"Info, culture & rec",16.8
1985,Accommodation & food,25.2
1985,Other services,21.7
1985,Public admin,32.5
1985,Agriculture,83.7
1985,"Forestry, mining & energy",85.7
1985,Utilities,10.3
1985,Construction,74.3
1985,Manufacturing,88.0
1985,"Wholesale and retail trade [41, 44-",193.1
1985,Transport & warehousing,68.0
1985,Finance & real estate,66.0
1985,Professional services,50.7
1985,Business support,28.0
1985,Education,71.2
1985,Healthcare,102.6
1985,"Info, culture & rec",45.3
1985,Accommodation & food,64.5
1985,Other services,59.6
1985,Public admin,82.9
1985,Agriculture,30.9
1985,"Forestry, mining & energy",56.0
1985,Utilities,9.7
1985,Construction,76.3
1985,Manufacturing,150.4
1985,"Wholesale and retail trade [41, 44-",214.6
1985,Transport & warehousing,87.1
1985,Finance & real estate,85.0
1985,Professional services,58.5
1985,Business support,32.5
1985,Education,80.3
1985,Healthcare,119.0
