Year,Industry,Employment_thousands
1991,Wholesale trade,143.0
1991,Retail,615.3
1991,Transport & warehousing,221.5
1991,Finance & real estate,384.4
1991,Finance and insurance [52],262.2
1991,Real estate and rental and leasing ,122.2
1991,Professional services,267.1
1991,Business support,143.5
1991,Education,330.9
1991,Healthcare,481.9
1991,"Info, culture & rec",206.4
1991,Accommodation & food,272.3
1991,Other services,214.3
1991,Public admin,317.2
1991,Agriculture,40.4
1991,"Forestry, mining & energy",8.3
1991,Forestry and logging and support ac,1.5
1991,"Mining, quarrying, and oil and gas ",6.5
1991,Utilities,5.5
1991,Construction,21.5
1991,Manufacturing,53.4
1991,"Durables [321, 327, 331-339]",26.9
1991,"Non-durables [311-316, 322-326]",26.5
1991,"Wholesale and retail trade [41, 44-",79.8
1991,Wholesale trade,16.3
1991,Retail,63.5
1991,Transport & warehousing,32.2
1991,Finance & real estate,31.5
1991,Finance and insurance [52],20.6
1991,Real estate and rental and leasing ,10.9
1991,Professional services,17.4
1991,Business support,9.2
1991,Education,36.2
1991,Healthcare,60.8
1991,"Info, culture & rec",19.7
1991,Accommodation & food,32.7
1991,Other services,24.7
1991,Public admin,33.4
1991,Agriculture,82.8
1991,"Forestry, mining & energy",13.1
1991,Forestry and logging and support ac,1.8
1991,"Mining, quarrying, and oil and gas ",11.2
1991,Utilities,4.1
1991,Construction,21.1
1991,Manufacturing,24.0
1991,"Durables [321, 327, 331-339]",11.5
1991,"Non-durables [311-316, 322-326]",12.4
1991,"Wholesale and retail trade [41, 44-",70.7
1991,Wholesale trade,15.2
1991,Retail,55.5
1991,Transport & warehousing,18.6
1991,Finance & real estate,23.7
1991,Finance and insurance [52],16.8
1991,Real estate and rental and leasing ,6.9
1991,Professional services,11.6
1991,Business support,8.3
1991,Education,31.2
1991,Healthcare,49.6
1991,"Info, culture & rec",16.3
1991,Accommodation & food,26.5
1991,Other services,22.4
1991,Public admin,29.3
1991,Agriculture,95.5
1991,"Forestry, mining & energy",77.0
1991,Forestry and logging and support ac,3.9
1991,"Mining, quarrying, and oil and gas ",72.9
1991,Utilities,13.9
1991,Construction,81.7
1991,Manufacturing,90.9
1991,"Durables [321, 327, 331-339]",44.5
1991,"Non-durables [311-316, 322-326]",46.4
1991,"Wholesale and retail trade [41, 44-",208.8
1991,Wholesale trade,49.2
1991,Retail,159.6
1991,Transport & warehousing,61.1
1991,Finance & real estate,76.7
1991,Finance and insurance [52],49.3
1991,Real estate and rental and leasing ,27.4
1991,Professional services,60.2
1991,Business support,33.6
1991,Education,93.5
1991,Healthcare,119.1
1991,"Info, culture & rec",46.7
1991,Accommodation & food,76.6
1991,Other services,62.6
1991,Public admin,86.6
1991,Agriculture,30.3
1991,"Forestry, mining & energy",51.4
1991,Forestry and logging and support ac,26.8
1991,"Fishing, hunting and trapping [114]",6.7
1991,"Mining, quarrying, and oil and gas ",17.9
1991,Utilities,12.4
1991,Construction,113.2
1991,Manufacturing,170.5
1991,"Durables [321, 327, 331-339]",105.1
1991,"Non-durables [311-316, 322-326]",65.4
1991,"Wholesale and retail trade [41, 44-",259.4
1991,Wholesale trade,54.7
1991,Retail,204.7
1991,Transport & warehousing,97.3
1991,Finance & real estate,103.6
1991,Finance and insurance [52],69.4
1991,Real estate and rental and leasing ,34.2
1991,Professional services,94.3
1991,Business support,38.8
1991,Education,98.3
1991,Healthcare,155.7
1991,"Info, culture & rec",67.5
1991,Accommodation & food,119.1
1991,Other services,74.7
1991,Public admin,91.1
1992,Agriculture,1.6
1992,"Forestry, mining & energy",14.6
1992,Forestry and logging and support ac,1.6
1992,"Fishing, hunting and trapping [114]",9.3
1992,"Mining, quarrying, and oil and gas ",3.6
1992,Utilities,3.2
1992,Construction,11.4
1992,Manufacturing,16.4
1992,"Durables [321, 327, 331-339]",2.3
1992,"Non-durables [311-316, 322-326]",14.0
1992,"Wholesale and retail trade [41, 44-",35.0
1992,Wholesale trade,5.1
1992,Retail,29.9
1992,Transport & warehousing,9.4
1992,Finance & real estate,7.4
1992,Finance and insurance [52],5.5
1992,Real estate and rental and leasing ,1.9
1992,Professional services,5.2
1992,Business support,3.5
1992,Education,17.8
1992,Healthcare,24.6
1992,"Info, culture & rec",5.9
1992,Accommodation & food,10.9
1992,Other services,9.7
1992,Public admin,18.5
1992,Agriculture,4.1
1992,"Forestry, mining & energy",2.7
1992,Forestry and logging and support ac,0.2
1992,"Fishing, hunting and trapping [114]",2.4
1992,Utilities,0.2
1992,Construction,3.5
1992,Manufacturing,4.1
1992,"Durables [321, 327, 331-339]",1.0
1992,"Non-durables [311-316, 322-326]",3.1
1992,"Wholesale and retail trade [41, 44-",8.1
1992,Wholesale trade,1.1
1992,Retail,7.0
1992,Transport & warehousing,2.4
1992,Finance & real estate,2.2
1992,Finance and insurance [52],1.4
1992,Real estate and rental and leasing ,0.8
1992,Professional services,1.3
1992,Business support,1.0
1992,Education,3.8
1992,Healthcare,6.0
1992,"Info, culture & rec",2.0
1992,Accommodation & food,4.1
1992,Other services,2.8
1992,Public admin,5.3
1992,Agriculture,7.7
1992,"Forestry, mining & energy",17.4
1992,Forestry and logging and support ac,3.6
1992,"Fishing, hunting and trapping [114]",9.3
1992,"Mining, quarrying, and oil and gas ",4.5
1992,Utilities,3.2
1992,Construction,20.6
1992,Manufacturing,39.3
1992,"Durables [321, 327, 331-339]",13.4
1992,"Non-durables [311-316, 322-326]",26.0
1992,"Wholesale and retail trade [41, 44-",65.6
1992,Wholesale trade,10.6
1992,Retail,55.0
1992,Transport & warehousing,18.9
1992,Finance & real estate,21.8
1992,Finance and insurance [52],14.6
1992,Real estate and rental and leasing ,7.2
1992,Professional services,11.7
1992,Business support,7.8
1992,Education,29.2
1992,Healthcare,43.6
1992,"Info, culture & rec",12.9
1992,Accommodation & food,19.2
1992,Other services,18.9
1992,Public admin,31.0
1992,Agriculture,6.4
1992,"Forestry, mining & energy",12.2
1992,Forestry and logging and support ac,3.4
1992,"Fishing, hunting and trapping [114]",4.6
1992,"Mining, quarrying, and oil and gas ",4.1
1992,Utilities,5.0
1992,Construction,18.4
1992,Manufacturing,34.9
1992,"Durables [321, 327, 331-339]",12.8
1992,"Non-durables [311-316, 322-326]",22.1
1992,"Wholesale and retail trade [41, 44-",52.8
1992,Wholesale trade,8.9
1992,Retail,44.0
1992,Transport & warehousing,15.8
1992,Finance & real estate,13.4
1992,Finance and insurance [52],9.9
1992,Real estate and rental and leasing ,3.5
1992,Professional services,8.0
1992,Business support,6.9
1992,Education,21.4
1992,Healthcare,35.4
1992,"Info, culture & rec",10.2
1992,Accommodation & food,17.7
1992,Other services,14.8
1992,Public admin,23.5
1992,Agriculture,63.3
1992,"Forestry, mining & energy",41.9
1992,Forestry and logging and support ac,16.3
1992,"Fishing, hunting and trapping [114]",3.0
1992,"Mining, quarrying, and oil and gas ",22.6
1992,Utilities,33.3
1992,Construction,147.7
1992,Manufacturing,530.1
1992,"Durables [321, 327, 331-339]",243.8
1992,"Non-durables [311-316, 322-326]",286.3
1992,"Wholesale and retail trade [41, 44-",503.8
1992,Wholesale trade,103.8
1992,Retail,400.0
1992,Transport & warehousing,141.9
1992,Finance & real estate,187.4
1992,Finance and insurance [52],141.0
1992,Real estate and rental and leasing ,46.4
1992,Professional services,121.7
1992,Business support,67.1
1992,Education,208.2
1992,Healthcare,339.5
1992,"Info, culture & rec",106.9
1992,Accommodation & food,177.2
1992,Other services,148.7
1992,Public admin,219.9
1992,Agriculture,111.2
1992,"Forestry, mining & energy",49.1
1992,Forestry and logging and support ac,12.8
1992,"Mining, quarrying, and oil and gas ",35.5
1992,Utilities,63.7
1992,Construction,270.4
1992,Manufacturing,855.6
1992,"Durables [321, 327, 331-339]",525.7
1992,"Non-durables [311-316, 322-326]",329.9
1992,"Wholesale and retail trade [41, 44-",762.4
1992,Wholesale trade,155.3
1992,Retail,607.2
1992,Transport & warehousing,209.1
1992,Finance & real estate,368.6
1992,Finance and insurance [52],249.3
1992,Real estate and rental and leasing ,119.3
1992,Professional services,266.5
1992,Business support,141.8
1992,Education,342.5
1992,Healthcare,482.7
1992,"Info, culture & rec",203.5
1992,Accommodation & food,273.5
1992,Other services,214.7
1992,Public admin,317.5
1992,Agriculture,40.2
1992,"Forestry, mining & energy",7.8
1992,Forestry and logging and support ac,1.2
1992,"Mining, quarrying, and oil and gas ",6.3
1992,Utilities,5.2
1992,Construction,23.1
1992,Manufacturing,51.4
1992,"Durables [321, 327, 331-339]",26.3
1992,"Non-durables [311-316, 322-326]",25.2
1992,"Wholesale and retail trade [41, 44-",78.8
1992,Wholesale trade,15.0
1992,Retail,63.9
1992,Transport & warehousing,30.9
1992,Finance & real estate,28.9
1992,Finance and insurance [52],20.2
1992,Real estate and rental and leasing ,8.7
1992,Professional services,16.3
1992,Business support,10.2
1992,Education,36.3
1992,Healthcare,60.0
1992,"Info, culture & rec",18.5
1992,Accommodation & food,32.7
1992,Other services,24.3
1992,Public admin,35.3
1992,Agriculture,80.8
1992,"Forestry, mining & energy",12.8
1992,Forestry and logging and support ac,1.9
1992,"Mining, quarrying, and oil and gas ",10.6
1992,Utilities,4.2
1992,Construction,19.9
1992,Manufacturing,24.8
1992,"Durables [321, 327, 331-339]",12.5
1992,"Non-durables [311-316, 322-326]",12.3
1992,"Wholesale and retail trade [41, 44-",68.6
1992,Wholesale trade,14.6
1992,Retail,54.0
1992,Transport & warehousing,19.4
1992,Finance & real estate,23.9
1992,Finance and insurance [52],16.6
1992,Real estate and rental and leasing ,7.2
1992,Professional services,11.3
1992,Business support,8.3
1992,Education,31.2
1992,Healthcare,50.7
1992,"Info, culture & rec",15.5
1992,Accommodation & food,26.1
1992,Other services,21.3
1992,Public admin,29.4
1992,Agriculture,94.8
1992,"Forestry, mining & energy",74.6
1992,Forestry and logging and support ac,3.8
1992,"Mining, quarrying, and oil and gas ",70.2
1992,Utilities,14.4
1992,Construction,81.7
1992,Manufacturing,90.8
1992,"Durables [321, 327, 331-339]",45.7
1992,"Non-durables [311-316, 322-326]",45.1
1992,"Wholesale and retail trade [41, 44-",201.3
1992,Wholesale trade,41.4
1992,Retail,160.0
1992,Transport & warehousing,60.0
1992,Finance & real estate,76.0
1992,Finance and insurance [52],50.6
1992,Real estate and rental and leasing ,25.4
1992,Professional services,61.6
1992,Business support,35.4
1992,Education,88.6
1992,Healthcare,120.3
1992,"Info, culture & rec",52.1
1992,Accommodation & food,80.2
1992,Other services,62.1
1992,Public admin,86.1
1992,Agriculture,29.2
1992,"Forestry, mining & energy",47.2
1992,Forestry and logging and support ac,26.3
1992,"Fishing, hunting and trapping [114]",4.9
1992,"Mining, quarrying, and oil and gas ",15.9
1992,Utilities,11.2
1992,Construction,116.3
1992,Manufacturing,167.1
1992,"Durables [321, 327, 331-339]",104.8
1992,"Non-durables [311-316, 322-326]",62.3
1992,"Wholesale and retail trade [41, 44-",261.9
1992,Wholesale trade,58.7
1992,Retail,203.2
1992,Transport & warehousing,101.8
1992,Finance & real estate,110.9
1992,Finance and insurance [52],65.9
1992,Real estate and rental and leasing ,45.0
1992,Professional services,86.9
1992,Business support,41.0
1992,Education,107.4
1992,Healthcare,164.1
1992,"Info, culture & rec",65.2
1992,Accommodation & food,128.1
1992,Other services,80.6
1992,Public admin,98.4
1993,Agriculture,1.3
1993,"Forestry, mining & energy",14.9
1993,Forestry and logging and support ac,1.3
1993,"Fishing, hunting and trapping [114]",10.4
1993,"Mining, quarrying, and oil and gas ",3.2
1993,Utilities,2.8
1993,Construction,10.1
1993,Manufacturing,16.2
1993,"Durables [321, 327, 331-339]",2.6
1993,"Non-durables [311-316, 322-326]",13.6
1993,"Wholesale and retail trade [41, 44-",35.4
1993,Wholesale trade,5.4
1993,Retail,30.0
1993,Transport & warehousing,9.5
1993,Finance & real estate,7.4
1993,Finance and insurance [52],5.4
1993,Real estate and rental and leasing ,2.1
1993,Professional services,5.6
1993,Business support,3.3
1993,Education,17.3
1993,Healthcare,24.9
1993,"Info, culture & rec",7.0
1993,Accommodation & food,9.5
1993,Other services,10.5
1993,Public admin,18.1
1993,Agriculture,3.7
1993,"Forestry, mining & energy",2.8
1993,Forestry and logging and support ac,0.3
1993,"Fishing, hunting and trapping [114]",2.4
1993,"Mining, quarrying, and oil and gas ",0.2
1993,Utilities,0.2
1993,Construction,3.2
1993,Manufacturing,3.6
1993,"Durables [321, 327, 331-339]",1.0
1993,"Non-durables [311-316, 322-326]",2.6
1993,"Wholesale and retail trade [41, 44-",8.4
1993,Wholesale trade,1.4
1993,Retail,7.1
1993,Transport & warehousing,2.3
1993,Finance & real estate,2.3
1993,Finance and insurance [52],1.4
1993,Real estate and rental and leasing ,0.9
1993,Professional services,1.4
1993,Business support,1.1
1993,Education,4.2
1993,Healthcare,6.0
1993,"Info, culture & rec",2.4
1993,Accommodation & food,4.3
1993,Other services,3.3
1993,Public admin,5.3
1993,Agriculture,6.3
1993,"Forestry, mining & energy",16.1
1993,Forestry and logging and support ac,4.1
1993,"Fishing, hunting and trapping [114]",8.3
1993,"Mining, quarrying, and oil and gas ",3.7
1993,Utilities,2.9
1993,Construction,20.1
1993,Manufacturing,36.6
1993,"Durables [321, 327, 331-339]",13.4
1993,"Non-durables [311-316, 322-326]",23.2
1993,"Wholesale and retail trade [41, 44-",62.1
1993,Wholesale trade,10.1
1993,Retail,52.0
1993,Transport & warehousing,17.4
1993,Finance & real estate,20.6
1993,Finance and insurance [52],14.3
1993,Real estate and rental and leasing ,6.3
1993,Professional services,14.2
1993,Business support,8.3
1993,Education,28.9
1993,Healthcare,45.3
1993,"Info, culture & rec",14.2
1993,Accommodation & food,22.2
1993,Other services,20.1
1993,Public admin,31.1
1993,Agriculture,6.2
1993,"Forestry, mining & energy",12.4
1993,Forestry and logging and support ac,3.6
1993,"Fishing, hunting and trapping [114]",5.0
1993,"Mining, quarrying, and oil and gas ",3.8
1993,Utilities,4.3
1993,Construction,17.7
1993,Manufacturing,36.4
1993,"Durables [321, 327, 331-339]",13.0
1993,"Non-durables [311-316, 322-326]",23.4
1993,"Wholesale and retail trade [41, 44-",51.9
1993,Wholesale trade,10.1
1993,Retail,41.8
1993,Transport & warehousing,15.6
1993,Finance & real estate,13.8
1993,Finance and insurance [52],9.9
1993,Real estate and rental and leasing ,3.8
1993,Professional services,8.0
1993,Business support,7.9
1993,Education,22.9
1993,Healthcare,35.1
1993,"Info, culture & rec",9.6
1993,Accommodation & food,17.5
1993,Other services,16.3
1993,Public admin,24.1
1993,Agriculture,65.1
1993,"Forestry, mining & energy",38.1
1993,Forestry and logging and support ac,16.9
1993,"Fishing, hunting and trapping [114]",2.6
1993,"Mining, quarrying, and oil and gas ",18.7
1993,Utilities,33.0
1993,Construction,140.7
1993,Manufacturing,522.2
1993,"Durables [321, 327, 331-339]",247.1
1993,"Non-durables [311-316, 322-326]",275.2
1993,"Wholesale and retail trade [41, 44-",480.8
1993,Wholesale trade,105.5
1993,Retail,375.2
1993,Transport & warehousing,142.9
1993,Finance & real estate,188.8
1993,Finance and insurance [52],140.5
1993,Real estate and rental and leasing ,48.2
1993,Professional services,127.9
1993,Business support,69.6
1993,Education,208.0
1993,Healthcare,342.5
1993,"Info, culture & rec",108.8
1993,Accommodation & food,183.2
1993,Other services,155.7
1993,Public admin,223.7
1993,Agriculture,115.0
1993,"Forestry, mining & energy",44.4
1993,Forestry and logging and support ac,12.5
1993,"Mining, quarrying, and oil and gas ",31.2
1993,Utilities,57.2
1993,Construction,261.0
1993,Manufacturing,820.8
1993,"Durables [321, 327, 331-339]",493.0
1993,"Non-durables [311-316, 322-326]",327.7
1993,"Wholesale and retail trade [41, 44-",770.9
1993,Wholesale trade,144.9
1993,Retail,626.0
1993,Transport & warehousing,217.4
1993,Finance & real estate,365.3
1993,Finance and insurance [52],248.0
1993,Real estate and rental and leasing ,117.3
1993,Professional services,269.1
1993,Business support,151.2
1993,Education,351.9
1993,Healthcare,492.1
1993,"Info, culture & rec",208.6
1993,Accommodation & food,274.2
1993,Other services,223.5
1993,Public admin,315.5
1993,Agriculture,41.6
1993,"Forestry, mining & energy",7.6
1993,Forestry and logging and support ac,1.3
1993,"Fishing, hunting and trapping [114]",0.5
1993,"Mining, quarrying, and oil and gas ",5.8
1993,Utilities,5.4
1993,Construction,22.9
1993,Manufacturing,48.6
1993,"Durables [321, 327, 331-339]",25.3
1993,"Non-durables [311-316, 322-326]",23.4
1993,"Wholesale and retail trade [41, 44-",82.2
1993,Wholesale trade,18.6
1993,Retail,63.6
1993,Transport & warehousing,31.8
1993,Finance & real estate,28.5
1993,Finance and insurance [52],19.4
1993,Real estate and rental and leasing ,9.0
1993,Professional services,16.0
1993,Business support,11.4
1993,Education,35.7
1993,Healthcare,59.8
1993,"Info, culture & rec",17.7
1993,Accommodation & food,34.0
1993,Other services,24.7
1993,Public admin,35.7
1993,Agriculture,81.4
1993,"Forestry, mining & energy",12.3
1993,Forestry and logging and support ac,1.1
1993,"Mining, quarrying, and oil and gas ",11.2
1993,Utilities,4.4
1993,Construction,18.1
1993,Manufacturing,24.3
1993,"Durables [321, 327, 331-339]",12.2
1993,"Non-durables [311-316, 322-326]",12.1
1993,"Wholesale and retail trade [41, 44-",67.1
1993,Wholesale trade,16.2
1993,Retail,50.9
1993,Transport & warehousing,19.7
1993,Finance & real estate,24.4
1993,Finance and insurance [52],17.5
1993,Real estate and rental and leasing ,7.0
1993,Professional services,11.3
1993,Business support,8.1
1993,Education,30.4
1993,Healthcare,52.1
1993,"Info, culture & rec",16.7
1993,Accommodation & food,27.8
1993,Other services,20.9
1993,Public admin,29.4
1993,Agriculture,92.0
1993,"Forestry, mining & energy",78.9
1993,Forestry and logging and support ac,4.3
1993,"Mining, quarrying, and oil and gas ",74.2
1993,Utilities,14.9
1993,Construction,81.2
1993,Manufacturing,93.1
1993,"Durables [321, 327, 331-339]",44.5
1993,"Non-durables [311-316, 322-326]",48.6
1993,"Wholesale and retail trade [41, 44-",197.2
1993,Wholesale trade,41.4
1993,Retail,155.8
1993,Transport & warehousing,61.8
1993,Finance & real estate,74.1
1993,Finance and insurance [52],47.0
1993,Real estate and rental and leasing ,27.0
1993,Professional services,66.2
1993,Business support,36.0
1993,Education,92.4
1993,Healthcare,125.2
1993,"Info, culture & rec",50.9
1993,Accommodation & food,81.9
1993,Other services,63.9
1993,Public admin,79.1
1993,Agriculture,32.7
1993,"Forestry, mining & energy",44.3
1993,Forestry and logging and support ac,26.2
1993,"Fishing, hunting and trapping [114]",6.3
1993,"Mining, quarrying, and oil and gas ",11.8
1993,Utilities,12.2
1993,Construction,116.1
1993,Manufacturing,177.6
1993,"Durables [321, 327, 331-339]",108.0
1993,"Non-durables [311-316, 322-326]",69.5
1993,"Wholesale and retail trade [41, 44-",270.8
1993,Wholesale trade,63.2
1993,Retail,207.6
1993,Transport & warehousing,100.2
1993,Finance & real estate,114.6
1993,Finance and insurance [52],68.6
1993,Real estate and rental and leasing ,46.0
1993,Professional services,96.8
1993,Business support,46.0
1993,Education,113.8
1993,Healthcare,165.4
1993,"Info, culture & rec",66.7
1993,Accommodation & food,117.5
1993,Other services,93.5
1993,Public admin,99.8
1994,Agriculture,1.3
1994,"Forestry, mining & energy",15.8
1994,Forestry and logging and support ac,1.6
1994,"Fishing, hunting and trapping [114]",10.5
1994,"Mining, quarrying, and oil and gas ",3.7
1994,Utilities,2.1
1994,Construction,11.7
1994,Manufacturing,13.4
1994,"Durables [321, 327, 331-339]",3.5
1994,"Non-durables [311-316, 322-326]",9.9
1994,"Wholesale and retail trade [41, 44-",35.4
1994,Wholesale trade,5.0
1994,Retail,30.4
1994,Transport & warehousing,9.7
1994,Finance & real estate,7.1
1994,Finance and insurance [52],4.4
1994,Real estate and rental and leasing ,2.7
1994,Professional services,5.6
1994,Business support,3.0
1994,Education,17.6
1994,Healthcare,27.1
1994,"Info, culture & rec",6.8
1994,Accommodation & food,9.6
1994,Other services,10.2
1994,Public admin,17.3
1994,Agriculture,3.6
1994,"Forestry, mining & energy",2.9
1994,Forestry and logging and support ac,0.3
1994,"Fishing, hunting and trapping [114]",2.5
1994,Utilities,0.3
1994,Construction,3.8
1994,Manufacturing,4.1
1994,"Durables [321, 327, 331-339]",1.1
1994,"Non-durables [311-316, 322-326]",3.0
1994,"Wholesale and retail trade [41, 44-",8.5
1994,Wholesale trade,1.3
1994,Retail,7.2
1994,Transport & warehousing,2.3
1994,Finance & real estate,2.2
1994,Finance and insurance [52],1.4
1994,Real estate and rental and leasing ,0.8
1994,Professional services,1.4
1994,Business support,1.0
1994,Education,4.1
1994,Healthcare,6.1
1994,"Info, culture & rec",2.1
1994,Accommodation & food,4.6
1994,Other services,3.1
1994,Public admin,5.6
1994,Agriculture,6.5
1994,"Forestry, mining & energy",14.9
1994,Forestry and logging and support ac,3.9
1994,"Fishing, hunting and trapping [114]",7.8
1994,"Mining, quarrying, and oil and gas ",3.2
1994,Utilities,2.4
1994,Construction,20.8
1994,Manufacturing,36.1
1994,"Durables [321, 327, 331-339]",12.9
1994,"Non-durables [311-316, 322-326]",23.2
1994,"Wholesale and retail trade [41, 44-",64.2
1994,Wholesale trade,11.0
1994,Retail,53.2
1994,Transport & warehousing,17.2
1994,Finance & real estate,21.5
1994,Finance and insurance [52],14.3
1994,Real estate and rental and leasing ,7.2
1994,Professional services,14.5
1994,Business support,9.2
1994,Education,28.2
1994,Healthcare,46.5
1994,"Info, culture & rec",17.1
1994,Accommodation & food,23.0
1994,Other services,19.0
1994,Public admin,31.4
1994,Agriculture,6.0
1994,"Forestry, mining & energy",13.6
1994,Forestry and logging and support ac,4.3
1994,"Fishing, hunting and trapping [114]",4.9
1994,"Mining, quarrying, and oil and gas ",4.4
1994,Utilities,4.1
1994,Construction,16.9
1994,Manufacturing,34.8
1994,"Durables [321, 327, 331-339]",13.1
1994,"Non-durables [311-316, 322-326]",21.7
1994,"Wholesale and retail trade [41, 44-",50.2
1994,Wholesale trade,8.8
1994,Retail,41.3
1994,Transport & warehousing,16.9
1994,Finance & real estate,14.3
1994,Finance and insurance [52],11.1
1994,Real estate and rental and leasing ,3.2
1994,Professional services,7.8
1994,Business support,7.9
1994,Education,21.7
1994,Healthcare,34.3
1994,"Info, culture & rec",10.3
1994,Accommodation & food,18.9
1994,Other services,17.7
1994,Public admin,23.2
1994,Agriculture,75.1
1994,"Forestry, mining & energy",44.9
1994,Forestry and logging and support ac,22.2
1994,"Fishing, hunting and trapping [114]",1.9
1994,"Mining, quarrying, and oil and gas ",20.7
1994,Utilities,33.0
1994,Construction,144.8
1994,Manufacturing,532.4
1994,"Durables [321, 327, 331-339]",254.0
1994,"Non-durables [311-316, 322-326]",278.4
1994,"Wholesale and retail trade [41, 44-",496.7
1994,Wholesale trade,101.7
1994,Retail,395.0
1994,Transport & warehousing,144.6
1994,Finance & real estate,189.9
1994,Finance and insurance [52],140.7
1994,Real estate and rental and leasing ,49.2
1994,Professional services,132.0
1994,Business support,76.3
1994,Education,216.9
1994,Healthcare,342.1
1994,"Info, culture & rec",111.3
1994,Accommodation & food,183.0
1994,Other services,163.0
1994,Public admin,208.6
1994,Agriculture,111.4
1994,"Forestry, mining & energy",44.4
1994,Forestry and logging and support ac,13.1
1994,"Mining, quarrying, and oil and gas ",30.2
1994,Utilities,49.7
1994,Construction,268.5
1994,Manufacturing,840.4
1994,"Durables [321, 327, 331-339]",523.7
1994,"Non-durables [311-316, 322-326]",316.8
1994,"Wholesale and retail trade [41, 44-",762.0
1994,Wholesale trade,160.9
1994,Retail,601.1
1994,Transport & warehousing,231.9
1994,Finance & real estate,353.4
1994,Finance and insurance [52],253.2
1994,Real estate and rental and leasing ,100.2
1994,Professional services,282.5
1994,Business support,156.9
1994,Education,360.9
1994,Healthcare,501.3
1994,"Info, culture & rec",220.5
1994,Accommodation & food,285.4
1994,Other services,233.0
1994,Public admin,311.5
1994,Agriculture,39.4
1994,"Forestry, mining & energy",7.3
1994,Forestry and logging and support ac,0.9
1994,"Mining, quarrying, and oil and gas ",6.1
1994,Utilities,5.4
1994,Construction,26.3
1994,Manufacturing,52.1
1994,"Durables [321, 327, 331-339]",28.1
1994,"Non-durables [311-316, 322-326]",24.0
1994,"Wholesale and retail trade [41, 44-",80.5
1994,Wholesale trade,17.8
1994,Retail,62.7
1994,Transport & warehousing,33.5
1994,Finance & real estate,28.7
1994,Finance and insurance [52],20.5
1994,Real estate and rental and leasing ,8.1
1994,Professional services,15.2
1994,Business support,13.0
1994,Education,36.9
1994,Healthcare,59.4
1994,"Info, culture & rec",19.1
1994,Accommodation & food,31.7
1994,Other services,23.5
1994,Public admin,35.7
1994,Agriculture,74.9
1994,"Forestry, mining & energy",13.2
1994,Forestry and logging and support ac,1.9
1994,"Mining, quarrying, and oil and gas ",11.1
1994,Utilities,4.6
1994,Construction,19.4
1994,Manufacturing,25.9
1994,"Durables [321, 327, 331-339]",14.0
1994,"Non-durables [311-316, 322-326]",11.8
1994,"Wholesale and retail trade [41, 44-",71.0
1994,Wholesale trade,15.1
1994,Retail,55.9
1994,Transport & warehousing,22.0
1994,Finance & real estate,25.0
1994,Finance and insurance [52],17.9
1994,Real estate and rental and leasing ,7.1
1994,Professional services,12.2
1994,Business support,9.4
1994,Education,30.7
1994,Healthcare,50.5
1994,"Info, culture & rec",17.0
1994,Accommodation & food,28.3
1994,Other services,22.5
1994,Public admin,28.0
1994,Agriculture,89.2
1994,"Forestry, mining & energy",79.1
1994,Forestry and logging and support ac,4.5
1994,"Mining, quarrying, and oil and gas ",74.4
1994,Utilities,13.0
1994,Construction,86.7
1994,Manufacturing,99.9
1994,"Durables [321, 327, 331-339]",50.9
1994,"Non-durables [311-316, 322-326]",49.1
1994,"Wholesale and retail trade [41, 44-",208.9
1994,Wholesale trade,43.4
1994,Retail,165.5
1994,Transport & warehousing,68.4
1994,Finance & real estate,73.7
1994,Finance and insurance [52],47.1
1994,Real estate and rental and leasing ,26.6
1994,Professional services,69.9
1994,Business support,36.4
1994,Education,88.5
1994,Healthcare,124.1
1994,"Info, culture & rec",55.3
1994,Accommodation & food,87.7
1994,Other services,68.4
1994,Public admin,75.6
1994,Agriculture,29.8
1994,"Forestry, mining & energy",49.5
1994,Forestry and logging and support ac,31.1
1994,"Fishing, hunting and trapping [114]",6.3
1994,"Mining, quarrying, and oil and gas ",12.1
1994,Utilities,12.5
1994,Construction,125.7
1994,Manufacturing,184.0
1994,"Durables [321, 327, 331-339]",107.7
1994,"Non-durables [311-316, 322-326]",76.4
1994,"Wholesale and retail trade [41, 44-",283.6
1994,Wholesale trade,63.3
1994,Retail,220.3
1994,Transport & warehousing,98.5
1994,Finance & real estate,117.1
1994,Finance and insurance [52],72.9
1994,Real estate and rental and leasing ,44.3
1994,Professional services,101.3
1994,Business support,52.6
1994,Education,121.8
1994,Healthcare,172.9
1994,"Info, culture & rec",77.8
1994,Accommodation & food,126.8
1994,Other services,91.5
1994,Public admin,97.7
1995,Agriculture,1.3
1995,"Forestry, mining & energy",15.6
1995,Forestry and logging and support ac,1.9
1995,"Fishing, hunting and trapping [114]",8.2
1995,"Mining, quarrying, and oil and gas ",5.5
1995,Utilities,1.7
1995,Construction,12.2
1995,Manufacturing,12.0
1995,"Durables [321, 327, 331-339]",2.9
1995,"Non-durables [311-316, 322-326]",9.0
1995,"Wholesale and retail trade [41, 44-",33.5
1995,Wholesale trade,5.5
1995,Retail,28.0
1995,Transport & warehousing,10.1
1995,Finance & real estate,7.9
1995,Finance and insurance [52],5.2
1995,Real estate and rental and leasing ,2.7
1995,Professional services,4.9
1995,Business support,3.9
1995,Education,17.5
1995,Healthcare,29.0
1995,"Info, culture & rec",7.9
1995,Accommodation & food,10.2
1995,Other services,9.8
1995,Public admin,17.0
1995,Agriculture,3.7
1995,"Forestry, mining & energy",2.8
